307;307
13;152;0;0.53
152;15;0;5
15;153;0;5
153;154;0;0.46
154;155;0;0.58
155;156;0;1.05
156;157;0;0.5
157;158;0;1.17
158;115;0;0.52
115;159;0;1.0
159;160;0;0.43
160;161;0;1.12
161;162;0;1.05
162;163;0;0.4
163;164;0;1.06
164;165;0;0.56
165;164;0;1.12
164;163;0;1.2
163;162;0;1.13
162;161;0;1.06
161;160;0;1.05
160;166;0;1.15
166;167;0;0.42
167;168;0;0.46
168;169;0;0.44
169;168;0;1.12
168;167;0;1.03
167;166;0;0.46
166;160;0;0.54
160;159;0;1.07
159;115;0;1.08
115;158;0;0.45
158;157;0;0.47
157;156;0;1.12
156;155;0;1.15
155;154;0;0.4
154;153;0;1.0
153;15;0;5
15;152;0;5
152;13;0;1.02
13;151;0;1.2
151;60;0;0.45
60;150;0;0.56
150;149;0;0.46
149;148;0;0.56
148;147;0;1.08
147;81;0;1.1
81;146;0;0.6
146;145;0;0.44
145;39;0;1.08
39;144;0;0.44
144;143;0;0.56
143;142;0;0.5
142;141;0;1.1
141;140;0;1.0
140;139;0;0.59
139;138;0;0.41
145;40;0;0.53
40;170;0;0.4
170;171;0;0.6
171;172;0;1.07
172;173;0;0.49
173;174;0;0.52
174;175;0;0.49
175;172;0;0.42
172;171;0;0.47
171;170;0;1.09
170;40;0;0.5
40;145;0;1.01
176;177;0;1.0
177;178;0;1.09
178;179;0;0.5
179;180;0;1.05
180;122;0;1.06
122;181;0;0.41
181;182;0;0.48
182;183;0;1.1
183;11;0;0.4
11;184;0;0.47
184;60;0;1.13
60;185;0;1.07
185;186;0;0.56
186;187;0;1.01
187;83;0;1.07
83;67;0;0.57
67;188;0;0.57
188;189;0;1.09
189;190;0;0.44
190;18;0;0.51
18;191;0;0.46
191;192;0;0.57
192;20;0;0.46
20;193;0;1.18
193;135;0;0.57
135;194;0;1.18
194;195;0;1.12
195;196;0;1.0
196;197;0;0.49
197;198;0;0.42
198;199;0;0.56
199;200;0;1.18
200;201;0;1.11
201;202;0;1.06
202;203;0;1.19
203;204;0;1.17
204;203;0;0.4
203;202;0;1.02
202;201;0;1.1
201;200;0;1.02
200;199;0;1.01
199;198;0;0.49
198;197;0;1.03
197;196;0;1.15
196;195;0;0.58
195;194;0;0.5
194;135;0;1.08
135;193;0;0.44
193;20;0;0.49
20;192;0;0.6
192;191;0;1.09
191;18;0;1.17
18;190;0;1.17
190;189;0;1.01
189;188;0;1.13
188;67;0;0.45
67;83;0;1.19
83;187;0;1.01
187;186;0;1.02
186;185;0;1.18
185;60;0;0.52
60;184;0;1.02
184;11;0;1.16
11;183;0;0.6
183;182;0;0.49
182;181;0;0.5
181;122;0;1.13
122;180;0;1.11
180;179;0;0.59
179;178;0;1.05
178;177;0;0.42
177;176;0;0.53
205;206;0;0.57
206;207;0;0.59
207;208;0;1.15
208;209;0;1.17
209;210;0;1.12
210;211;0;0.58
211;212;0;1.16
212;213;0;1.02
213;214;0;1.17
214;215;0;0.4
215;118;0;0.52
118;216;0;0.5
216;217;0;0.55
217;9;0;1.14
9;218;0;1.19
218;219;0;0.46
219;220;0;1.17
220;59;0;1.2
59;150;0;1.17
150;185;0;0.47
83;67;0;0.48
67;108;0;0.59
108;223;0;1.06
223;224;0;1.07
224;225;0;1.15
225;226;0;1.1
226;21;0;1.19
21;227;0;0.55
227;228;0;1.19
228;229;0;1.14
229;230;0;1.11
230;231;0;0.58
231;232;0;0.43
232;231;0;0.59
231;230;0;1.17
230;229;0;1.08
229;228;0;1.11
228;227;0;0.4
227;21;0;0.46
21;226;0;0.56
226;225;0;1.01
225;224;0;1.1
224;223;0;0.43
223;108;0;1.19
108;67;0;1.17
67;83;0;1.13
185;150;0;0.53
150;59;0;0.43
59;220;0;0.51
220;219;0;1.01
219;218;0;1.09
218;9;0;1.2
9;217;0;1.09
217;216;0;1.09
216;118;0;0.5
118;215;0;0.51
215;214;0;0.54
214;213;0;0.42
213;212;0;1.2
212;211;0;1.07
211;210;0;1.11
210;209;0;0.52
209;208;0;1.09
208;207;0;0.48
207;206;0;0.43
206;205;0;1.17
58;303;0;0.55
303;294;0;0.4
294;302;0;0.52
302;288;0;0.6
301;160;0;0.45
160;304;0;1.05
304;305;0;1.2
305;306;0;1.15
306;307;0;1.05
307;221;0;1.4
221;222;0;1.35
